1286;Fam. Salg;1600000;8938;10-05-2007;
1287;Alm. Salg;1800000;10714;02-01-2007;
1288;Alm. Salg;425000;5902;16-01-2000;
1289;Alm. Salg;800000;5063;18-07-2006;
1290;Alm. Salg;2450000;14244;01-04-2009;
1291;Alm. Salg;748000;8904;23-07-2002;
1292;Alm. Salg;1045000;9008;13-05-2003;
1293;Fam. Salg;552500;0;25-06-2004;
1294;Alm. Salg;1465000;11269;22-01-2008;
1295;Alm. Salg;580000;12083;05-03-2002;
1296;Alm. Salg;800000;17021;17-06-2009;
1297;Alm. Salg;1225000;10470;08-02-2008;
1298;Alm. Salg;1059000;10917;15-05-1997;
1299;Alm. Salg;350000;4069;19-08-2003;
1300;Alm. Salg;1495000;12056;12-01-2015;
1301;Alm. Salg;2650000;19776;15-09-2014;
1302;Alm. Salg;2150000;9148;14-10-2001;
1303;Alm. Salg;1400000;11965;09-05-2002;
1304;Alm. Salg;790000;16122;15-04-2005;
1305;Alm. Salg;1049771;12206;25-06-1999;
1306;Alm. Salg;1750000;17156;21-11-2008;
1307;Alm. Salg;1350000;12272;02-02-2007;
1308;Alm. Salg;862500;8136;09-05-2005;
1309;Alm. Salg;1700000;14166;16-05-2011;
1310;Alm. Salg;1425000;7829;26-06-2003;
1311;Alm. Salg;1180000;20344;13-08-2007;
1312;Alm. Salg;1148000;10342;19-05-2015;
1313;;387500;5098;20-08-2003;
1314;Alm. Salg;2650000;11041;27-10-2010;
1315;Alm. Salg;780000;6500;29-06-2004;
1316;Alm. Salg;1037000;9342;02-04-1998;
1317;Alm. Salg;480000;6400;23-01-2009;
1318;Fam. Salg;720000;4044;27-02-1992;
1319;Alm. Salg;835000;14152;02-02-2012;
1320;Alm. Salg;2195000;20904;03-09-2014;
1321;Alm. Salg;1100000;10000;19-12-2008;
1322;Alm. Salg;1400000;17500;08-04-2014;
1323;Alm. Salg;1112000;0;29-05-1998;
1324;Fam. Salg;235017;4896;15-02-2012;
1325;Alm. Salg;801600;0;22-09-1992;
1326;Fam. Salg;750000;3456;28-04-1995;
1327;Alm. Salg;2325000;13517;28-11-2012;
1328;Alm. Salg;420000;8400;13-05-2003;
1329;Alm. Salg;214540;4469;14-01-1998;
1330;Alm. Salg;1000000;12500;25-08-2015;
1331;Alm. Salg;267000;4171;02-11-1997;
1332;Alm. Salg;530000;4380;23-09-1992;
1333;Alm. Salg;1667000;11657;31-07-2001;
1334;Alm. Salg;575000;4078;28-07-1992;
1335;;1523250;7732;02-05-2014;
1336;Alm. Salg;350000;0;23-08-2000;
1337;Alm. Salg;325000;1900;14-10-1994;
1338;Alm. Salg;899000;12486;16-02-2005;
1339;Alm. Salg;1298000;10816;04-04-2011;
1340;Alm. Salg;950000;12837;14-01-2013;
1341;Alm. Salg;2525000;14852;20-01-2008;
1342;;271615;4115;12-04-2011;
1343;Alm. Salg;1075000;6039;18-01-1996;
1344;Alm. Salg;1881250;8709;16-09-2013;
1345;Alm. Salg;1435000;15105;21-05-2015;
1346;Alm. Salg;145000;953;06-08-2003;
1347;;214500;1532;01-08-2010;
1348;Alm. Salg;575000;2489;31-08-1994;
1349;Alm. Salg;1200000;14457;18-05-2006;
1350;Alm. Salg;1825000;11060;24-02-2008;
1351;Alm. Salg;1590000;9298;22-03-2010;
1352;Alm. Salg;900000;9473;21-03-2000;
1353;Alm. Salg;835000;10569;17-09-2012;
1354;Alm. Salg;1800000;12244;03-04-2009;
1355;Alm. Salg;1480000;14230;13-05-2015;
1356;Alm. Salg;1066600;0;12-08-1998;
1357;Alm. Salg;2547000;13547;30-11-2005;
1358;Fam. Salg;980000;7840;23-01-2002;
1359;Alm. Salg;1110000;9568;14-04-2014;
1360;Alm. Salg;3300000;12595;12-05-2004;
1361;Alm. Salg;375000;3177;26-11-2009;
1362;Alm. Salg;282740;3141;19-12-1994;
1363;Alm. Salg;1900000;11309;18-11-2002;
1364;Alm. Salg;625000;7267;04-10-2005;
1365;Alm. Salg;970000;13472;22-07-2010;
1366;Alm. Salg;2495000;18481;04-06-2014;
1367;Alm. Salg;851100;4432;16-07-2010;
1368;Alm. Salg;1100000;9482;12-04-2011;
1369;Alm. Salg;1270000;9694;28-04-2003;
1370;Alm. Salg;1175000;13662;27-08-2010;
1371;Alm. Salg;980000;22272;09-03-2005;
1372;Alm. Salg;850000;5555;07-10-1996;
1373;Alm. Salg;2100000;14788;23-05-2008;
1374;Alm. Salg;795000;7227;18-03-2003;
1375;Alm. Salg;610000;4265;16-09-2001;
1376;Alm. Salg;1645000;13823;31-05-2010;
1377;Alm. Salg;990000;14142;20-12-2012;
1378;Alm. Salg;1070000;8359;23-12-2003;
1379;Alm. Salg;288124;4300;20-06-1996;
1380;Alm. Salg;1700000;0;22-02-2004;
1381;Alm. Salg;1195000;8020;21-12-2000;
1382;Alm. Salg;325000;0;02-09-2006;
1383;Alm. Salg;930000;10941;15-05-2014;
1384;Alm. Salg;700000;5468;22-08-1997;
1385;Alm. Salg;750000;7978;05-04-2000;
1386;Alm. Salg;670000;8375;25-07-2000;
1387;Alm. Salg;400000;4301;15-01-2014;
1388;Alm. Salg;1012500;11126;20-02-2014;
1389;Alm. Salg;1635000;16188;26-08-2005;
1390;Alm. Salg;267500;6369;05-10-2003;
1391;Alm. Salg;1847364;7389;25-09-1998;
1392;Alm. Salg;1740000;12340;01-09-2008;
1393;Alm. Salg;1400000;8750;07-08-2015;
1394;Fam. Salg;706227;4708;15-01-1996;
1395;Alm. Salg;575000;0;30-01-1995;
1396;Fam. Salg;525000;3860;08-06-1992;
1397;Alm. Salg;2100000;9859;21-12-2007;
1398;Alm. Salg;2045000;0;31-10-2010;
1399;Alm. Salg;2200000;16793;06-01-2011;
1400;Alm. Salg;1125000;5514;10-08-1999;
1401;Alm. Salg;1275000;12623;28-12-2009;
1402;Alm. Salg;645000;4056;04-01-1996;
1403;Alm. Salg;1094335;16333;16-12-2013;
1404;Alm. Salg;1375000;13349;18-07-2012;
1405;Alm. Salg;2100000;13291;17-11-2014;
1406;Alm. Salg;3375000;14802;04-08-2006;
1407;;3010000;10238;10-09-2013;
1408;Alm. Salg;1025000;5790;15-01-2007;
1409;Alm. Salg;1895000;20597;13-09-2012;
1410;Alm. Salg;1460000;18024;13-01-2008;
1411;Alm. Salg;1500000;9202;19-10-2010;
1412;Alm. Salg;1225000;7802;25-01-2012;
1413;Alm. Salg;550000;6395;30-10-2009;
1414;Alm. Salg;656000;5857;22-02-1999;
1415;Alm. Salg;575000;6927;26-05-2008;
1416;Alm. Salg;291645;0;15-08-1995;
1417;Alm. Salg;1832000;16212;28-04-2011;
1418;Alm. Salg;174000;1101;29-08-1996;
1419;Alm. Salg;995000;9299;17-06-2015;
1420;Alm. Salg;1047000;5208;01-04-1997;
1421;Alm. Salg;6000000;0;22-11-2007;
1422;Alm. Salg;1225000;18283;16-04-2015;
1423;Alm. Salg;1465000;12008;10-08-2011;
1424;Alm. Salg;833758;8776;05-04-2000;
1425;Alm. Salg;650000;5416;20-06-1993;
1426;Alm. Salg;570000;8260;22-01-2013;
1427;Fam. Salg;1800000;14285;11-11-2014;
1428;Alm. Salg;860000;9885;25-01-2013;
1429;Alm. Salg;1240000;9538;22-10-2002;
1430;Alm. Salg;850000;3469;17-03-2004;
1431;Alm. Salg;1050000;11666;27-05-2015;
1432;Alm. Salg;1525000;0;16-09-2011;
1433;Fam. Salg;546000;5250;01-06-1997;
1434;Alm. Salg;1645000;14687;28-01-2011;
1435;Alm. Salg;974930;6677;05-04-1999;
1436;Alm. Salg;695000;12410;23-03-2006;
1437;Alm. Salg;1675000;12984;14-05-1999;
1438;Alm. Salg;1645000;9563;04-04-2008;
1439;Alm. Salg;1185880;7801;08-08-2001;
1440;Alm. Salg;679338;5523;22-08-1995;
1441;Fam. Salg;650000;5701;04-08-2011;
1442;;535000;3092;01-04-1996;
1443;Alm. Salg;110000;0;06-08-1994;
1444;Alm. Salg;830000;16938;13-12-2013;
1445;Alm. Salg;1050000;6645;12-09-2009;
1446;Alm. Salg;1275000;14825;22-02-2006;
1447;;561000;2191;30-08-2000;
1448;Alm. Salg;2250000;13975;30-06-2015;
1449;Fam. Salg;1020000;10736;13-08-2008;
1450;Alm. Salg;1000000;6896;18-05-2000;
1451;Alm. Salg;800000;5970;29-01-2001;
1452;Alm. Salg;1185000;9186;28-05-2002;
1453;Alm. Salg;825000;13524;08-12-2009;
1454;Fam. Salg;408000;0;21-08-2003;
1455;Alm. Salg;760000;0;20-03-2006;
1456;Alm. Salg;2195000;31357;08-07-2015;
1457;Alm. Salg;1798000;11237;10-07-2009;
1458;Alm. Salg;1625000;11948;25-02-2011;
1459;Alm. Salg;995000;9950;26-06-2014;
1460;Alm. Salg;660000;5689;31-10-1994;
1461;Alm. Salg;1195000;13895;31-01-2012;
1462;Fam. Salg;953741;12716;19-09-2006;
1463;Alm. Salg;910500;6322;20-04-2012;
1464;Alm. Salg;2200000;11282;17-08-1997;
1465;Alm. Salg;1930000;15691;03-04-2006;
1466;Alm. Salg;895000;8523;29-03-2004;
1467;Alm. Salg;480000;0;27-03-1994;
1468;Alm. Salg;4100000;0;30-04-2007;
1469;Alm. Salg;730000;14600;06-11-2007;
1470;Alm. Salg;160000;3200;06-09-2014;
1471;Alm. Salg;1180000;17101;17-07-2015;
1472;Alm. Salg;1450000;11600;18-11-2009;
1473;Alm. Salg;1650000;10060;14-05-2006;
1474;Alm. Salg;975000;12662;26-09-2008;
1475;Alm. Salg;595000;5560;17-09-2015;
1476;Alm. Salg;1665000;15136;29-11-2012;
1477;Alm. Salg;540000;6352;20-04-2012;
1478;Alm. Salg;2550000;20901;11-04-2012;
1479;Alm. Salg;2625000;15441;23-09-2009;
1480;Alm. Salg;2100000;10606;18-03-2015;
1481;Alm. Salg;800000;4419;16-03-1995;
1482;Alm. Salg;1325000;13947;14-06-2006;
1483;Alm. Salg;1825000;8111;27-08-2010;
1484;Alm. Salg;790000;9404;09-06-2015;
1485;Alm. Salg;1435000;10871;08-06-2015;
1486;Alm. Salg;1540000;11000;01-06-2012;
1487;Alm. Salg;934160;5189;27-04-1998;
1488;Alm. Salg;2325000;12635;11-02-2011;
1489;Alm. Salg;695000;4136;26-10-1996;
1490;Alm. Salg;825000;7432;27-10-2002;
1491;Alm. Salg;249975;1623;23-03-1998;
1492;Alm. Salg;1560000;13448;20-11-2010;
1493;Alm. Salg;875000;16509;28-08-2007;
1494;Alm. Salg;75000;862;08-09-1992;
1495;Alm. Salg;3000000;22222;25-05-2010;
1496;Alm. Salg;757000;11646;21-02-2006;
1497;Alm. Salg;1425000;8050;06-06-2006;
1498;Alm. Salg;220000;2972;18-05-2013;
1499;Alm. Salg;1279500;12302;01-05-2014;
1500;Alm. Salg;1400000;11965;21-08-2009;
1501;Alm. Salg;1050000;9459;25-10-2010;
1502;Alm. Salg;350000;3804;14-05-2014;
1503;Alm. Salg;1275000;7369;06-08-2005;
1504;Alm. Salg;1129299;9652;30-09-1998;
1505;Alm. Salg;515000;5988;04-10-1993;
1506;Alm. Salg;2850000;19520;13-05-2015;
1507;Alm. Salg;997019;8901;01-08-2003;
1508;Fam. Salg;1200000;14285;20-12-2010;
1509;Alm. Salg;1040000;10612;15-04-2011;
1510;Alm. Salg;675000;6081;08-01-2001;
1511;Alm. Salg;1095000;15000;17-06-2010;
1512;Alm. Salg;350534;3983;27-10-1999;
1513;Alm. Salg;200000;2898;18-03-1996;
1514;Alm. Salg;850000;8095;12-09-2006;
1515;Alm. Salg;1575000;14858;20-02-2013;
1516;Alm. Salg;893000;6116;28-08-1996;
1517;Alm. Salg;652000;5300;19-11-1995;
1518;Alm. Salg;700000;4430;17-02-1995;
1519;Alm. Salg;2250000;17857;14-09-2015;
1520;Alm. Salg;1200000;13793;10-12-2012;
1521;Fam. Salg;612000;9562;21-03-2008;
1522;Alm. Salg;950000;10439;10-12-2003;
1523;;525000;4687;19-10-2005;
1524;Alm. Salg;1965000;30703;24-08-2012;
1525;Fam. Salg;765000;9107;26-11-2007;
1526;Alm. Salg;765000;10625;16-08-2006;
1527;Alm. Salg;725000;12500;08-02-2012;
1528;Alm. Salg;1565000;13491;24-06-2014;
1529;;830000;5030;18-07-2005;
1530;Alm. Salg;268000;2414;02-12-2008;
1531;Alm. Salg;975000;13541;28-07-2005;
1532;Alm. Salg;820000;6833;23-07-2005;
1533;Alm. Salg;1050000;16406;09-12-2012;
1534;Alm. Salg;1650000;9649;10-07-2000;
1535;Alm. Salg;1300000;9848;24-08-2010;
1536;Alm. Salg;1310000;8187;24-04-2015;
1537;Alm. Salg;1500000;13636;15-06-2008;
1538;Alm. Salg;859728;7164;11-10-2000;
1539;Alm. Salg;1560000;12187;03-03-2008;
1540;Alm. Salg;1410000;13177;14-03-2004;
1541;Alm. Salg;965000;9278;18-01-2000;
1542;Alm. Salg;645000;6201;09-01-1995;
1543;Alm. Salg;2450000;17500;25-02-2011;
1544;Alm. Salg;1100000;8029;07-11-2011;
1545;Alm. Salg;895852;5238;30-01-1997;
1546;Alm. Salg;845209;8452;11-12-2000;
1547;Alm. Salg;490000;3920;02-04-1992;
1548;Alm. Salg;875000;3755;28-06-2012;
1549;Alm. Salg;1235000;10466;21-10-2009;
1550;Alm. Salg;2100000;11602;01-12-2011;
1551;Alm. Salg;1800000;11392;14-06-2010;
1552;Alm. Salg;2625000;12041;19-03-2009;
1553;Alm. Salg;1600000;11111;12-06-2006;
1554;Fam. Salg;624893;4844;25-02-2003;
1555;Alm. Salg;2024991;12898;12-03-1998;
1556;Alm. Salg;1150000;10454;14-12-2005;
1557;Fam. Salg;780000;13220;21-02-2007;
1558;Alm. Salg;950000;5459;12-10-1995;
1559;Fam. Salg;975000;6372;05-11-2014;
1560;Alm. Salg;2000000;18018;28-03-2007;
1561;Alm. Salg;1025000;8760;12-11-2003;
1562;Alm. Salg;1000000;6802;16-05-2006;
1563;Alm. Salg;855000;5551;26-02-1995;
1564;Alm. Salg;725000;14795;13-11-2013;
1565;Alm. Salg;599600;0;02-05-1994;
1566;Alm. Salg;850000;7203;27-03-2014;
1567;Alm. Salg;950000;16101;05-05-2013;
1568;Alm. Salg;1625000;14254;02-06-2014;
1569;Alm. Salg;1400000;16666;16-11-2007;
1570;Alm. Salg;2200000;16923;28-06-2011;
1571;Alm. Salg;2395000;13305;20-08-2014;
1572;Alm. Salg;295000;1940;24-02-1999;
1573;Alm. Salg;1125000;16071;15-07-2012;
1574;Alm. Salg;1525000;16576;04-05-2007;
1575;Alm. Salg;1250000;7621;07-10-1998;
1576;Alm. Salg;2000000;14492;28-04-2012;
1577;Alm. Salg;2600000;16250;20-09-2013;
1578;Alm. Salg;1585000;11083;01-06-2009;
1579;Alm. Salg;1100000;10576;27-05-2010;
1580;Alm. Salg;200000;1612;11-08-2003;
1581;Alm. Salg;1150000;8518;23-11-2009;
1582;Alm. Salg;1045000;16328;22-07-2013;
1583;Alm. Salg;1175000;6911;27-01-2005;
1584;Alm. Salg;3110000;0;10-03-2005;
1585;Alm. Salg;575000;0;24-03-1995;
1586;Alm. Salg;960000;7272;22-08-2003;
1587;Alm. Salg;1250000;13157;24-02-2014;
1588;Alm. Salg;535000;11145;28-02-2002;
1589;Alm. Salg;957500;13116;23-10-2009;
1590;Alm. Salg;970478;46213;03-04-2008;
1591;Alm. Salg;1225000;15506;13-05-2008;
1592;Alm. Salg;528480;0;12-07-1993;
1593;Alm. Salg;1800000;12244;07-04-2006;
1594;Alm. Salg;1100000;7857;08-11-2004;
1595;Alm. Salg;163000;1044;01-10-1996;
1596;Alm. Salg;587500;5340;07-12-2006;
1597;Alm. Salg;1055000;15289;04-05-2015;
1598;Alm. Salg;950000;13571;10-08-2011;
1599;Alm. Salg;1945000;15195;24-08-2015;
1600;Alm. Salg;1425000;7233;22-07-2007;
1601;Alm. Salg;1325000;12045;06-08-2013;
1602;Alm. Salg;2000000;18181;17-08-2004;
1603;Alm. Salg;295000;0;01-05-2002;
1604;Alm. Salg;1350294;9377;29-01-2000;
1605;Alm. Salg;900000;15517;13-09-2013;
1606;Alm. Salg;1230000;11181;03-05-2011;
1607;Alm. Salg;1800000;9375;02-04-2013;
1608;Alm. Salg;425000;5592;19-03-1998;
1609;Alm. Salg;550000;5500;13-04-1999;
1610;Alm. Salg;2295000;16510;23-06-2010;
1611;Alm. Salg;977190;7185;17-05-1995;
1612;Alm. Salg;1625000;17473;04-09-2009;
1613;Alm. Salg;1000000;17857;08-05-2013;
1614;;650000;4961;13-04-2007;
1615;Alm. Salg;1610000;9877;24-04-2006;
1616;Alm. Salg;850000;7870;27-04-2004;
1617;;446250;2994;02-07-2002;
1618;Alm. Salg;1445000;12350;28-05-2015;
1619;Alm. Salg;1350000;13500;26-09-2004;
1620;Alm. Salg;750000;4054;18-10-2011;
1621;Alm. Salg;5650000;28250;26-03-2015;
1622;Alm. Salg;645000;2816;06-07-1994;
1623;Fam. Salg;550000;8870;10-05-2007;
1624;Alm. Salg;1940000;11547;30-03-2007;
1625;Alm. Salg;2348000;13044;10-10-2013;
1626;Alm. Salg;682640;4841;13-03-1995;
1627;Alm. Salg;1048000;14356;31-05-2006;
1628;Alm. Salg;590000;0;08-10-1994;
1629;Alm. Salg;725000;4264;20-12-2012;
1630;Alm. Salg;678000;7369;14-09-2009;
1631;Alm. Salg;1650000;11956;24-09-2013;
1632;Alm. Salg;375000;2435;01-11-1998;
1633;Alm. Salg;3295000;17161;29-06-2005;
1634;Alm. Salg;350000;4320;01-07-1995;
1635;Alm. Salg;246280;4560;19-12-1995;
1636;Alm. Salg;1675000;11964;16-05-2007;
1637;Alm. Salg;295000;2565;14-04-2010;
1638;Alm. Salg;800000;6722;15-03-2006;
1639;Alm. Salg;1850000;24666;23-10-2012;
1640;Alm. Salg;391000;6015;27-10-2006;
1641;Alm. Salg;10142435;55121;28-08-2014;
1642;Alm. Salg;1000000;11111;20-09-2013;
1643;Alm. Salg;2000000;8510;09-04-2008;
1644;Alm. Salg;2350000;16549;24-04-2015;
1645;Alm. Salg;375000;0;08-07-1996;
1646;Fam. Salg;275000;2391;12-12-2005;
1647;Alm. Salg;744912;0;21-10-1997;
1648;Alm. Salg;640000;7710;20-08-2002;
1649;Alm. Salg;2350000;15161;17-06-2008;
1650;Alm. Salg;1650000;11785;14-01-2008;
1651;Alm. Salg;1660000;15090;12-06-2015;
1652;Alm. Salg;1195000;6988;28-08-1997;
1653;Alm. Salg;595000;7727;13-07-2007;
1654;Alm. Salg;1995000;16487;15-10-2009;
1655;Alm. Salg;1198000;8040;13-08-2009;
1656;Alm. Salg;965000;16355;05-07-2013;
1657;Alm. Salg;365000;0;13-04-2004;
1658;Alm. Salg;1250000;11574;28-07-2014;
1659;Alm. Salg;1165000;6934;20-12-2000;
1660;Alm. Salg;840000;7118;24-09-2014;
1661;Alm. Salg;168000;1513;02-12-2008;
1662;Alm. Salg;1788000;15964;24-03-2006;
1663;Alm. Salg;825000;9166;23-08-2011;
1664;Alm. Salg;1175000;11750;25-11-2014;
1665;Alm. Salg;1229879;6794;20-08-1998;
1666;Alm. Salg;3600000;20689;13-05-2015;
1667;Alm. Salg;1400000;6511;08-06-2004;
1668;;48501;449;23-09-2014;
1669;Alm. Salg;875000;10174;07-07-2008;
1670;Alm. Salg;525000;5898;09-08-1999;
1671;Alm. Salg;1506000;9531;03-03-2003;
1672;Alm. Salg;840000;5419;27-10-1997;
1673;Alm. Salg;520000;0;16-05-1994;
1674;Alm. Salg;2175000;14403;20-01-2013;
1675;Alm. Salg;1455000;12763;01-11-2004;
1676;Alm. Salg;3150000;16935;31-10-2013;
1677;Alm. Salg;725000;4801;22-03-1992;
1678;Alm. Salg;385000;5661;14-09-2000;
1679;Alm. Salg;1195000;18671;12-03-2015;
1680;Alm. Salg;1900000;10439;06-06-2003;
1681;Alm. Salg;980000;14202;24-05-2013;
1682;Alm. Salg;359969;2646;30-01-2012;
1683;Alm. Salg;1180000;9218;30-10-2012;
1684;Alm. Salg;1875000;14312;07-04-2008;
1685;Alm. Salg;807000;5075;27-05-1998;
1686;Alm. Salg;960000;8000;26-04-2013;
1687;Alm. Salg;1272300;16105;04-09-2013;
1688;Alm. Salg;888250;13458;31-10-2008;
1689;Alm. Salg;1125000;7031;03-09-2001;
1690;Alm. Salg;668578;3500;12-03-2013;
1691;Alm. Salg;775000;8806;04-09-2008;
1692;Alm. Salg;700000;5263;17-10-1992;
1693;Alm. Salg;4700000;27976;04-12-2014;
1694;;475000;4656;10-03-2011;
1695;Alm. Salg;585000;10086;19-09-2000;
1696;Alm. Salg;1037848;7983;09-12-1997;
1697;Alm. Salg;618249;8586;11-09-2002;
1698;Alm. Salg;1050000;9633;02-04-2007;
1699;Alm. Salg;2600000;15476;15-08-2001;
1700;Fam. Salg;786250;3276;30-06-1998;
1701;Alm. Salg;1700000;8947;29-10-2009;
1702;Alm. Salg;400000;5714;04-12-2003;
1703;Alm. Salg;995000;12594;28-11-2008;
1704;Alm. Salg;1385000;18223;23-04-2007;
1705;Alm. Salg;366000;2127;17-09-2002;
1706;Alm. Salg;2210000;15241;26-05-2015;
1707;Alm. Salg;1275000;8916;18-11-2009;
1708;Alm. Salg;1300000;17105;09-12-2008;
1709;Alm. Salg;295000;1612;30-06-1998;
1710;Fam. Salg;1075000;6554;24-09-2007;
1711;Alm. Salg;316000;1736;25-01-1999;
1712;Alm. Salg;957000;10402;17-09-1998;
1713;Alm. Salg;1395000;9893;06-04-2001;
1714;Alm. Salg;695000;7897;24-04-2015;
1715;Alm. Salg;1540000;16382;27-06-2013;
1716;Alm. Salg;625000;5208;12-04-2003;
1717;Alm. Salg;750000;4335;27-11-2008;
1718;Alm. Salg;1370000;11810;27-02-2008;
1719;Alm. Salg;1975000;14107;06-09-2011;
1720;Alm. Salg;1150000;8098;16-10-2008;
1721;Alm. Salg;895000;5774;08-05-2006;
1722;Alm. Salg;582200;0;09-01-1993;
1723;Alm. Salg;1200000;16438;08-10-2010;
1724;Alm. Salg;610000;8243;23-07-2001;
1725;Alm. Salg;860000;10750;13-07-2011;
1726;Alm. Salg;1772000;8686;11-04-1996;
1727;Alm. Salg;4350000;33461;11-02-2013;
1728;Alm. Salg;1117020;5879;12-10-1995;
1729;;500000;3333;12-01-2010;
1730;Alm. Salg;256866;0;12-11-1995;
1731;Alm. Salg;750000;0;24-02-2003;
1732;Alm. Salg;1495000;11412;28-01-2003;
1733;Alm. Salg;785000;15392;11-01-2013;
1734;Alm. Salg;408000;7555;10-12-2003;
1735;Alm. Salg;700000;5303;08-06-2005;
1736;Alm. Salg;2940000;18846;22-11-2012;
1737;Alm. Salg;295000;1391;19-10-1998;
1738;Alm. Salg;550000;2546;01-03-2004;
1739;Alm. Salg;1445000;13894;16-06-2008;
1740;Fam. Salg;603500;4642;01-02-2007;
1741;Alm. Salg;1200000;15789;06-08-2005;
1742;Alm. Salg;1259000;8682;16-07-2015;
1743;Alm. Salg;2000000;18867;04-09-2015;
1744;Fam. Salg;127500;2198;11-09-1996;
1745;Alm. Salg;423248;2802;03-07-1992;
1746;Alm. Salg;3530000;26148;22-06-2015;
1747;Alm. Salg;1600000;14814;14-01-2015;
1748;Alm. Salg;625000;6578;08-07-2004;
1749;Alm. Salg;1750000;10670;19-04-2012;
1750;Alm. Salg;815000;0;02-12-2003;
1751;Alm. Salg;1870000;14166;25-04-2014;
1752;Alm. Salg;1780000;9888;28-08-2007;
1753;Alm. Salg;700000;4430;26-02-1992;
1754;Alm. Salg;365000;2703;06-06-1996;
1755;Alm. Salg;550000;6626;21-09-2010;
1756;Alm. Salg;250000;2083;17-03-2012;
1757;Alm. Salg;1665000;8004;30-03-2000;
1758;;495000;2861;05-05-2003;
1759;;305359;1236;30-11-2002;
1760;Alm. Salg;2575000;19807;28-07-2013;
1761;Alm. Salg;193000;0;06-12-1994;
1762;Alm. Salg;1000000;11111;26-03-2012;
1763;Alm. Salg;450000;6164;20-08-2006;
1764;Alm. Salg;1245000;11745;05-07-2012;
1765;Alm. Salg;1150000;0;26-10-2005;
1766;Alm. Salg;390000;5652;12-01-1998;
1767;Alm. Salg;2230000;16043;23-10-2013;
1768;Alm. Salg;1450000;8630;21-01-2011;
1769;Alm. Salg;1425000;8005;29-05-2007;
1770;Alm. Salg;650000;5416;24-05-2011;
1771;Alm. Salg;1625000;7965;26-10-1995;
1772;Alm. Salg;415000;4068;12-03-1995;
1773;Alm. Salg;785000;3568;12-05-1993;
1774;Alm. Salg;495570;4955;15-03-1995;
1775;Alm. Salg;1775000;12862;14-06-2011;
1776;Alm. Salg;1250000;9328;15-08-2000;
1777;Alm. Salg;585000;0;21-04-1997;
1778;Alm. Salg;1094335;16333;16-12-2013;
1779;Alm. Salg;1099000;19625;02-08-2007;
1780;Alm. Salg;900000;9375;22-06-2015;
1781;Alm. Salg;170000;982;01-02-1994;
1782;Alm. Salg;1850000;13028;27-02-2012;
1783;Alm. Salg;1325000;16772;19-11-2013;
1784;Alm. Salg;1630000;10448;07-03-2005;
1785;Alm. Salg;1598000;13316;11-05-2005;
1786;Alm. Salg;865000;3432;12-03-1999;
1787;Alm. Salg;965000;7423;16-06-2005;
1788;Alm. Salg;515980;4914;06-03-1996;
1789;Fam. Salg;620000;11698;23-08-2006;
1790;Alm. Salg;1175000;9873;25-03-2015;
1791;Alm. Salg;885000;15258;13-08-2012;
1792;Alm. Salg;441550;0;30-08-1995;
1793;;210000;2837;13-07-2009;
1794;Alm. Salg;1473000;12173;30-10-2013;
1795;Alm. Salg;1750000;11986;18-05-2005;
1796;Alm. Salg;1800000;9473;01-08-2007;
1797;Alm. Salg;531155;4215;27-11-2002;
1798;Alm. Salg;1100000;13580;13-08-2012;
1799;Alm. Salg;114500;901;07-11-1994;
1800;Alm. Salg;675000;4687;06-02-1992;
1801;Alm. Salg;1368000;12905;24-01-2008;
1802;Alm. Salg;795000;15000;04-03-2013;
1803;Alm. Salg;1039000;10494;25-05-2009;
1804;Alm. Salg;1050000;16935;08-06-2012;
1805;Alm. Salg;910000;7777;06-09-2000;
1806;Fam. Salg;730000;6083;16-10-2011;
1807;Alm. Salg;169000;913;01-11-1996;
1808;Alm. Salg;1970000;13680;07-03-2008;
1809;Alm. Salg;605000;4448;18-12-2003;
1810;Alm. Salg;1435000;9695;14-06-2013;
1811;Alm. Salg;1020713;8650;07-04-1999;
1812;Alm. Salg;295000;4538;15-10-2012;
1813;Fam. Salg;1482095;8982;03-02-2015;
1814;Alm. Salg;1200000;10619;11-09-2008;
1815;Alm. Salg;34000000;0;20-12-2002;
1816;Alm. Salg;949813;5791;11-03-1996;
1817;Alm. Salg;848000;11777;31-08-2010;
1818;Alm. Salg;46800;472;26-05-2011;
1819;Alm. Salg;545000;0;08-11-2007;
1820;Alm. Salg;600000;0;09-01-1999;
1821;Alm. Salg;1195000;14058;08-03-2015;
1822;Alm. Salg;530181;4610;06-12-2011;
1823;Alm. Salg;890000;6899;22-05-1997;
1824;Alm. Salg;825000;0;14-04-2000;
1825;Alm. Salg;669870;9569;28-08-2003;
1826;Alm. Salg;570000;6627;21-05-2010;
1827;Alm. Salg;1198000;11980;15-11-2004;
1828;Alm. Salg;1257000;5028;11-10-1993;
1829;Alm. Salg;1149500;13684;31-10-2008;
1830;Alm. Salg;555000;8951;13-02-2013;
1831;Fam. Salg;1036170;5079;19-01-2011;
1832;Alm. Salg;1150000;7770;29-07-2015;
1833;Alm. Salg;1400000;9790;11-03-2011;
1834;Alm. Salg;485000;4145;15-04-1997;
1835;Alm. Salg;775000;6458;15-05-1996;
1836;Alm. Salg;1050000;6250;21-11-2011;
1837;Alm. Salg;1053000;12244;30-03-2015;
1838;Alm. Salg;695000;0;02-05-1999;
1839;Alm. Salg;1220000;17428;06-08-2014;
1840;Alm. Salg;320000;0;20-05-2001;
